Plane	Strip	MeanFit	Mean
9	34	5.95365	5.95312
9	35	6.56303	6.5625
9	36	-11.0531	0
9	37	6.51615	6.51562
9	38	6.46928	6.46875
9	39	6.56303	6.5625
9	40	6.44538	6.44531
9	41	6.46928	6.46875
9	42	6.39851	6.39844
9	43	6.4224	6.42188
9	44	6.37553	6.375
9	45	6.51615	6.51562
9	46	6.44538	6.44531
9	47	6.44538	6.44531
10	0	0.211007	0.210938
10	1	0.141153	0.140625
10	2	0.211538	0.210938
10	3	0.164663	0.164062
10	4	0.0942783	0.09375
10	5	0.234903	0.234375
10	6	0.117788	0.117188
10	7	0.117788	0.117188
10	8	0.0709129	0.0703125
10	9	0.0942783	0.09375
10	10	0.0709129	0.0703125
10	11	0.141153	0.140625
10	12	0.164663	0.164062
10	13	-0.0233685	-0.0234375
10	14	0.0709129	0.0703125
10	15	0.211538	0.210938
10	16	0.0942783	0.09375
10	17	0.0942783	0.09375
10	18	0.211538	0.210938
10	19	0.164663	0.164062
10	20	-0.0228371	-0.0234375
10	21	0.074444	0.0612399
10	22	0.187618	0.1875
10	23	0.211538	0.210938
10	24	0.0240379	0.0234375
10	25	-0.0697121	-0.0703125
10	26	-0.0228371	-0.0234375
10	27	0.211538	0.210938
10	28	0.117788	0.117188
10	29	0.117788	0.117188
10	30	0.117788	0.117188
10	31	0.696875	0.156285
10	32	-0.0228374	-0.0234375
10	33	-0.0228371	-0.0234375
10	34	-0.0228371	-0.0234375
10	35	-0.046757	-0.046875
10	36	-0.0228371	-0.0234375
10	37	0.117788	0.117188
10	38	0.0709129	0.0703125
10	39	0.117788	0.117188
10	40	0.164663	0.164062
10	41	0.305288	0.304688
10	42	0.0709129	0.0703125
